hs2,hs2_id,hs4,hs4_id,section,section_id,time,time_id,trade_value,type
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Radioactive Chemicals,62844,Chemical Products,6,2017,NA,13861271,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other Isotopes,62845,Chemical Products,6,2017,NA,3436264,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Rare-Earth Metal Compounds,62846,Chemical Products,6,2017,NA,50476421,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrogen peroxide,62847,Chemical Products,6,2017,NA,56067,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Carbides,62849,Chemical Products,6,2017,NA,84614472,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrides and other anions,62850,Chemical Products,6,2017,NA,12331474,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Compounds, inorganic or organic, of mercury, excluding amalgams",62852,Chemical Products,6,2017,NA,119688,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other inorganic compounds,62853,Chemical Products,6,2017,NA,4107692,Import--US from China
Organic chemicals,629,Acyclic Hydrocarbons,62901,Chemical Products,6,2017,NA,35563141,Import--US from China
Organic chemicals,629,Cyclic Hydrocarbons,62902,Chemical Products,6,2017,NA,22242194,Import--US from China
Organic chemicals,629,Halogenated Hydrocarbons,62903,Chemical Products,6,2017,NA,419435413,Import--US from China
Organic chemicals,629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,Chemical Products,6,2017,NA,7591783,Import--US from China
Organic chemicals,629,Acyclic Alcohols,62905,Chemical Products,6,2017,NA,70070476,Import--US from China
Organic chemicals,629,Cyclic Alcohols,62906,Chemical Products,6,2017,NA,21133233,Import--US from China
Organic chemicals,629,Phenols,62907,Chemical Products,6,2017,NA,22037646,Import--US from China
Organic chemicals,629,Phenol Derivatives,62908,Chemical Products,6,2017,NA,9075820,Import--US from China
Organic chemicals,629,Ethers,62909,Chemical Products,6,2017,NA,75028737,Import--US from China
Organic chemicals,629,Epoxides,62910,Chemical Products,6,2017,NA,36117747,Import--US from China
Organic chemicals,629,Acetals and Hemiacetals,62911,Chemical Products,6,2017,NA,716559,Import--US from China
Organic chemicals,629,Aldehydes,62912,Chemical Products,6,2017,NA,30429433,Import--US from China
Organic chemicals,629,Aldehyde Derivatives,62913,Chemical Products,6,2017,NA,2250388,Import--US from China
Organic chemicals,629,Ketones and Quinones,62914,Chemical Products,6,2017,NA,148127641,Import--US from China
Organic chemicals,629,Saturated Acyclic Monocarboxylic Acids,62915,Chemical Products,6,2017,NA,64676503,Import--US from China
Organic chemicals,629,Unsaturated Acyclic Monocarboxylic Acids,62916,Chemical Products,6,2017,NA,277228049,Import--US from China
Organic chemicals,629,Polycarboxylic Acids,62917,Chemical Products,6,2017,NA,149184167,Import--US from China
Organic chemicals,629,Carboxylic Acids,62918,Chemical Products,6,2017,NA,420159832,Import--US from China
Organic chemicals,629,Phosphoric Esters and Salts,62919,Chemical Products,6,2017,NA,61640067,Import--US from China
Organic chemicals,629,Other Esters,62920,Chemical Products,6,2017,NA,44390481,Import--US from China
Organic chemicals,629,Amine Compounds,62921,Chemical Products,6,2017,NA,242670886,Import--US from China
Organic chemicals,629,Oxygen Amino Compounds,62922,Chemical Products,6,2017,NA,263106180,Import--US from China
Organic chemicals,629,Quaternary Ammonium Salts and Hydroxides,62923,Chemical Products,6,2017,NA,32749549,Import--US from China
Organic chemicals,629,Carboxyamide Compounds,62924,Chemical Products,6,2017,NA,251642962,Import--US from China
Organic chemicals,629,Carboxyimide Compounds,62925,Chemical Products,6,2017,NA,52139727,Import--US from China
Organic chemicals,629,Nitrile Compounds,62926,Chemical Products,6,2017,NA,104886441,Import--US from China
Organic chemicals,629,"Diazo, Azo or Aoxy Compounds",62927,Chemical Products,6,2017,NA,13224236,Import--US from China
Organic chemicals,629,Hydrazine or Hydroxylamine Derivatives,62928,Chemical Products,6,2017,NA,20549745,Import--US from China
Organic chemicals,629,Other Nitrogen Compounds,62929,Chemical Products,6,2017,NA,69787073,Import--US from China
Organic chemicals,629,Organo-Sulfur Compounds,62930,Chemical Products,6,2017,NA,197680824,Import--US from China
Organic chemicals,629,Other Organo-Inorganic Compounds,62931,Chemical Products,6,2017,NA,509841405,Import--US from China
Organic chemicals,629,Oxygen Heterocyclic Compounds,62932,Chemical Products,6,2017,NA,222301063,Import--US from China
Organic chemicals,629,Nitrogen Heterocyclic Compounds,62933,Chemical Products,6,2017,NA,833989540,Import--US from China
Organic chemicals,629,Nucleic Acids,62934,Chemical Products,6,2017,NA,284030167,Import--US from China
Organic chemicals,629,Sulfonamides,62935,Chemical Products,6,2017,NA,232551830,Import--US from China
Organic chemicals,629,Vitamins,62936,Chemical Products,6,2017,NA,618171540,Import--US from China
Organic chemicals,629,Hormones,62937,Chemical Products,6,2017,NA,70125310,Import--US from China
Organic chemicals,629,Glycosides,62938,Chemical Products,6,2017,NA,101756841,Import--US from China
Organic chemicals,629,Vegetable Alkaloids,62939,Chemical Products,6,2017,NA,33733453,Import--US from China
Organic chemicals,629,Chemically Pure Sugars,62940,Chemical Products,6,2017,NA,23702358,Import--US from China
Organic chemicals,629,Antibiotics,62941,Chemical Products,6,2017,NA,185722124,Import--US from China
Organic chemicals,629,Other Organic Compounds,62942,Chemical Products,6,2017,NA,10657319,Import--US from China
Pharmaceutical products,630,Glands and Other Organs,63001,Chemical Products,6,2017,NA,139234604,Import--US from China
Pharmaceutical products,630,"Blood, antisera, vaccines, toxins and cultures",63002,Chemical Products,6,2017,NA,71265884,Import--US from China
Pharmaceutical products,630,Unpackaged Medicaments,63003,Chemical Products,6,2017,NA,29963871,Import--US from China
Pharmaceutical products,630,Packaged Medicaments,63004,Chemical Products,6,2017,NA,218896295,Import--US from China
Pharmaceutical products,630,Bandages,63005,Chemical Products,6,2017,NA,349000074,Import--US from China
Pharmaceutical products,630,Special Pharmaceuticals,63006,Chemical Products,6,2017,NA,317551816,Import--US from China
Fertilizers,631,Animal or Vegetable Fertilizers,63101,Chemical Products,6,2017,NA,1221361,Import--US from China
Fertilizers,631,Nitrogenous Fertilizers,63102,Chemical Products,6,2017,NA,105961915,Import--US from China
Fertilizers,631,Phosphatic Fertilizers,63103,Chemical Products,6,2017,NA,277017,Import--US from China
Fertilizers,631,Potassic Fertilizers,63104,Chemical Products,6,2017,NA,663225,Import--US from China
Fertilizers,631,Mixed Mineral or Chemical Fertilizers,63105,Chemical Products,6,2017,NA,59756153,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Vegetable Tanning Extracts,63201,Chemical Products,6,2017,NA,721390,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Synthetic Tanning Extracts,63202,Chemical Products,6,2017,NA,118771,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Vegetable or Animal Dyes,63203,Chemical Products,6,2017,NA,9387254,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Synthetic Coloring Matter,63204,Chemical Products,6,2017,NA,166367979,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Lake Pigments,63205,Chemical Products,6,2017,NA,98988,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Other Coloring Matter,63206,Chemical Products,6,2017,NA,116558991,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Prepared Pigments,63207,Chemical Products,6,2017,NA,8053026,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Nonaqueous Paints,63208,Chemical Products,6,2017,NA,17733895,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Aqueous Paints,63209,Chemical Products,6,2017,NA,1327525,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Other Paints,63210,Chemical Products,6,2017,NA,490621,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Nonaqueous Pigments,63212,Chemical Products,6,2017,NA,31021932,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Artistry Paints,63213,Chemical Products,6,2017,NA,72342180,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Glaziers Putty,63214,Chemical Products,6,2017,NA,2936550,Import--US from China
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,Ink,63215,Chemical Products,6,2017,NA,7635212,Import--US from China
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,Essential Oils,63301,Chemical Products,6,2017,NA,29244465,Import--US from China
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,Scented Mixtures,63302,Chemical Products,6,2017,NA,6302053,Import--US from China
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,Perfumes,63303,Chemical Products,6,2017,NA,25724869,Import--US from China
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,Beauty Products,63304,Chemical Products,6,2017,NA,873474221,Import--US from China
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,Hair Products,63305,Chemical Products,6,2017,NA,44512827,Import--US from China
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,Dental Products,63306,Chemical Products,6,2017,NA,63725623,Import--US from China
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,Shaving Products,63307,Chemical Products,6,2017,NA,149074782,Import--US from China
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",634,Soap,63401,Chemical Products,6,2017,NA,155113471,Import--US from China
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",634,Cleaning Products,63402,Chemical Products,6,2017,NA,77138377,Import--US from China
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",634,Lubricating Products,63403,Chemical Products,6,2017,NA,4112332,Import--US from China
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",634,Waxes,63404,Chemical Products,6,2017,NA,9359941,Import--US from China
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",634,Polishes and Creams,63405,Chemical Products,6,2017,NA,7254110,Import--US from China
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",634,Candles,63406,Chemical Products,6,2017,NA,34199040,Import--US from China
"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",634,Pastes and Waxes,63407,Chemical Products,6,2017,NA,118771660,Import--US from China
Albuminoidal substances; modified starches; glues; enzymes,635,Water Soluble Proteins,63502,Chemical Products,6,2017,NA,209862,Import--US from China
Albuminoidal substances; modified starches; glues; enzymes,635,Gelatin,63503,Chemical Products,6,2017,NA,14290647,Import--US from China
Albuminoidal substances; modified starches; glues; enzymes,635,Peptones,63504,Chemical Products,6,2017,NA,50900440,Import--US from China
Albuminoidal substances; modified starches; glues; enzymes,635,Dextrins,63505,Chemical Products,6,2017,NA,18825036,Import--US from China
Albuminoidal substances; modified starches; glues; enzymes,635,Glues,63506,Chemical Products,6,2017,NA,113233383,Import--US from China
Albuminoidal substances; modified starches; glues; enzymes,635,Enzymes,63507,Chemical Products,6,2017,NA,129484960,Import--US from China
Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,636,Propellant Powders,63601,Chemical Products,6,2017,NA,1388567,Import--US from China
Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,636,Prepared Explosives,63602,Chemical Products,6,2017,NA,11690237,Import--US from China
Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,636,Detonating Fuses,63603,Chemical Products,6,2017,NA,697875,Import--US from China
Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,636,Fireworks,63604,Chemical Products,6,2017,NA,263310076,Import--US from China
Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,636,Matches,63605,Chemical Products,6,2017,NA,1545776,Import--US from China
Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,636,Pyrophoric Alloys,63606,Chemical Products,6,2017,NA,6464720,Import--US from China
Photographic or cinematographic goods,637,Photographic Plates,63701,Chemical Products,6,2017,NA,1798064,Import--US from China
Photographic or cinematographic goods,637,Photographic Film,63702,Chemical Products,6,2017,NA,9756848,Import--US from China
Photographic or cinematographic goods,637,Photographic Paper,63703,Chemical Products,6,2017,NA,169295,Import--US from China
Photographic or cinematographic goods,637,Undeveloped Exposed Photographic Material,63704,Chemical Products,6,2017,NA,2690896,Import--US from China
Photographic or cinematographic goods,637,Developed Exposed Photographic Material,63705,Chemical Products,6,2017,NA,188198,Import--US from China
Photographic or cinematographic goods,637,Photographic Chemicals,63707,Chemical Products,6,2017,NA,11046191,Import--US from China
Chemical products n.e.s.,638,Artificial Graphite,63801,Chemical Products,6,2017,NA,48359476,Import--US from China
Chemical products n.e.s.,638,Activated Carbon,63802,Chemical Products,6,2017,NA,16496724,Import--US from China
Chemical products n.e.s.,638,Tall Oil,63803,Chemical Products,6,2017,NA,4655,Import--US from China
Chemical products n.e.s.,638,Wood Pulp Lyes,63804,Chemical Products,6,2017,NA,427981,Import--US from China
Chemical products n.e.s.,638,Turpentine,63805,Chemical Products,6,2017,NA,102221,Import--US from China
Chemical products n.e.s.,638,Rosin,63806,Chemical Products,6,2017,NA,18978178,Import--US from China
Chemical products n.e.s.,638,"Wood Tar, Oils and Pitch",63807,Chemical Products,6,2017,NA,3187,Import--US from China
Chemical products n.e.s.,638,Pesticides,63808,Chemical Products,6,2017,NA,245487505,Import--US from China
Chemical products n.e.s.,638,Dyeing Finishing Agents,63809,Chemical Products,6,2017,NA,4417257,Import--US from China
Chemical products n.e.s.,638,Metal Pickling Preparations,63810,Chemical Products,6,2017,NA,3610592,Import--US from China
Chemical products n.e.s.,638,Antiknock,63811,Chemical Products,6,2017,NA,7291254,Import--US from China
Chemical products n.e.s.,638,Prepared Rubber Accelerators,63812,Chemical Products,6,2017,NA,28286102,Import--US from China
Chemical products n.e.s.,638,Fire Extinguishers Preparations,63813,Chemical Products,6,2017,NA,758848,Import--US from China
Chemical products n.e.s.,638,Organic Composite Solvents,63814,Chemical Products,6,2017,NA,1682367,Import--US from China
Chemical products n.e.s.,638,Reaction and Catalytic Products,63815,Chemical Products,6,2017,NA,93387676,Import--US from China
Chemical products n.e.s.,638,Refractory Cements,63816,Chemical Products,6,2017,NA,639447,Import--US from China
Chemical products n.e.s.,638,Alkylbenzenes and Alkylnaphthalenes,63817,Chemical Products,6,2017,NA,404762,Import--US from China
Chemical products n.e.s.,638,Disc Chemicals for Electronics,63818,Chemical Products,6,2017,NA,105094201,Import--US from China
Chemical products n.e.s.,638,Hydraulic Brake Fluid,63819,Chemical Products,6,2017,NA,14182,Import--US from China
Chemical products n.e.s.,638,Antifreeze,63820,Chemical Products,6,2017,NA,228082,Import--US from China
Chemical products n.e.s.,638,Micro-Organism Culture Preparations,63821,Chemical Products,6,2017,NA,90891,Import--US from China
Chemical products n.e.s.,638,Laboratory Reagents,63822,Chemical Products,6,2017,NA,145751509,Import--US from China
Chemical products n.e.s.,638,"Industrial Fatty Acids, Oils and Alcohols",63823,Chemical Products,6,2017,NA,3142791,Import--US from China
Chemical products n.e.s.,638,Prepr binder for foundry,63824,Chemical Products,6,2017,NA,293262785,Import--US from China
Chemical products n.e.s.,638,Residual products of the chemical or allied industries,63825,Chemical Products,6,2017,NA,6813160,Import--US from China
Chemical products n.e.s.,638,Biodiesel and mixtures thereof,63826,Chemical Products,6,2017,NA,35653,Import--US from China
Plastics and articles thereof,739,Ethylene Polymers,73901,Plastics and Rubbers,7,2017,NA,37520233,Import--US from China
Plastics and articles thereof,739,Propylene Polymers,73902,Plastics and Rubbers,7,2017,NA,6906295,Import--US from China
Plastics and articles thereof,739,Styrene Polymers,73903,Plastics and Rubbers,7,2017,NA,33062625,Import--US from China
Plastics and articles thereof,739,Vinyl Chloride Polymers,73904,Plastics and Rubbers,7,2017,NA,30246059,Import--US from China
Plastics and articles thereof,739,Other Vinyl Polymers,73905,Plastics and Rubbers,7,2017,NA,16209984,Import--US from China
Plastics and articles thereof,739,Acrylic Polymers,73906,Plastics and Rubbers,7,2017,NA,67769018,Import--US from China
Plastics and articles thereof,739,Polyacetals,73907,Plastics and Rubbers,7,2017,NA,128597351,Import--US from China
Plastics and articles thereof,739,Polyamides,73908,Plastics and Rubbers,7,2017,NA,13894879,Import--US from China
Plastics and articles thereof,739,Amino-resins,73909,Plastics and Rubbers,7,2017,NA,200157235,Import--US from China
Plastics and articles thereof,739,Silicone,73910,Plastics and Rubbers,7,2017,NA,57807863,Import--US from China
Plastics and articles thereof,739,Petroleum Resins,73911,Plastics and Rubbers,7,2017,NA,71154180,Import--US from China
Plastics and articles thereof,739,Cellulose,73912,Plastics and Rubbers,7,2017,NA,40211990,Import--US from China
Plastics and articles thereof,739,Natural Polymers,73913,Plastics and Rubbers,7,2017,NA,75122285,Import--US from China
Plastics and articles thereof,739,Polymer Ion-Exchangers,73914,Plastics and Rubbers,7,2017,NA,24972667,Import--US from China
Plastics and articles thereof,739,Scrap Plastic,73915,Plastics and Rubbers,7,2017,NA,9066822,Import--US from China
Plastics and articles thereof,739,Monofilament,73916,Plastics and Rubbers,7,2017,NA,54120087,Import--US from China
Plastics and articles thereof,739,Plastic Pipes,73917,Plastics and Rubbers,7,2017,NA,509825319,Import--US from China
Plastics and articles thereof,739,Plastic Floor Coverings,73918,Plastics and Rubbers,7,2017,NA,1767914541,Import--US from China
Plastics and articles thereof,739,Self-adhesive Plastics,73919,Plastics and Rubbers,7,2017,NA,240260170,Import--US from China
Plastics and articles thereof,739,Raw Plastic Sheeting,73920,Plastics and Rubbers,7,2017,NA,379975449,Import--US from China
Plastics and articles thereof,739,Other Plastic Sheetings,73921,Plastics and Rubbers,7,2017,NA,363550560,Import--US from China
Plastics and articles thereof,739,Plastic Wash Basins,73922,Plastics and Rubbers,7,2017,NA,147514213,Import--US from China
Plastics and articles thereof,739,Plastic Lids,73923,Plastics and Rubbers,7,2017,NA,1939133506,Import--US from China
Plastics and articles thereof,739,Plastic Housewares,73924,Plastics and Rubbers,7,2017,NA,3241601947,Import--US from China
Plastics and articles thereof,739,Plastic Building Materials,73925,Plastics and Rubbers,7,2017,NA,543300633,Import--US from China
Plastics and articles thereof,739,Other Plastic Products,73926,Plastics and Rubbers,7,2017,NA,3796262317,Import--US from China
Rubber and articles thereof,740,Rubber,74001,Plastics and Rubbers,7,2017,NA,197697,Import--US from China
Rubber and articles thereof,740,Synthetic Rubber,74002,Plastics and Rubbers,7,2017,NA,41856950,Import--US from China
Rubber and articles thereof,740,Reclaimed Rubber,74003,Plastics and Rubbers,7,2017,NA,6234540,Import--US from China
Rubber and articles thereof,740,Scrap Rubber,74004,Plastics and Rubbers,7,2017,NA,1897699,Import--US from China
Rubber and articles thereof,740,Compounded Unvulcanised Rubber,74005,Plastics and Rubbers,7,2017,NA,9509346,Import--US from China
Rubber and articles thereof,740,Unvulcanised Rubber Products,74006,Plastics and Rubbers,7,2017,NA,4790882,Import--US from China
Rubber and articles thereof,740,Rubber Thread,74007,Plastics and Rubbers,7,2017,NA,411788,Import--US from China
Rubber and articles thereof,740,Rubber Sheets,74008,Plastics and Rubbers,7,2017,NA,44266889,Import--US from China
Rubber and articles thereof,740,Rubber Pipes,74009,Plastics and Rubbers,7,2017,NA,219395361,Import--US from China
Rubber and articles thereof,740,Rubber Belting,74010,Plastics and Rubbers,7,2017,NA,81971661,Import--US from China
Rubber and articles thereof,740,Rubber Tires,74011,Plastics and Rubbers,7,2017,NA,1736779219,Import--US from China
Rubber and articles thereof,740,Used Rubber Tires,74012,Plastics and Rubbers,7,2017,NA,73792496,Import--US from China
Rubber and articles thereof,740,Rubber Inner Tubes,74013,Plastics and Rubbers,7,2017,NA,44021422,Import--US from China
Rubber and articles thereof,740,Pharmaceutical Rubber Products,74014,Plastics and Rubbers,7,2017,NA,3698829,Import--US from China
Rubber and articles thereof,740,Rubber Apparel,74015,Plastics and Rubbers,7,2017,NA,233779506,Import--US from China
Rubber and articles thereof,740,Other Rubber Products,74016,Plastics and Rubbers,7,2017,NA,680130636,Import--US from China
Rubber and articles thereof,740,Hard Rubber,74017,Plastics and Rubbers,7,2017,NA,3093589,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Sheep Hides,84102,Animal Hides,8,2017,NA,4240,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Other Hides and Skins,84103,Animal Hides,8,2017,NA,7446,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Tanned Equine and Bovine Hides,84104,Animal Hides,8,2017,NA,252604,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Tanned Sheep Hides,84105,Animal Hides,8,2017,NA,8108,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Tanned Goat Hides,84106,Animal Hides,8,2017,NA,35613,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Leather of Other Animals,84107,Animal Hides,8,2017,NA,24745475,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Leather further prepared after tanning or crusting of sheep or lamb,84112,Animal Hides,8,2017,NA,102986,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Leather further prepared after tanning or crusting of animals (other than ovine),84113,Animal Hides,8,2017,NA,88189,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Chamois (including combination chamois) leather,84114,Animal Hides,8,2017,NA,837867,Import--US from China
Raw hides and skins (other than furskins) and leather,841,Composition leather with a basis of leather or leather fibre,84115,Animal Hides,8,2017,NA,131431,Import--US from China
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,Saddlery,84201,Animal Hides,8,2017,NA,278587454,Import--US from China
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,Trunks and Cases,84202,Animal Hides,8,2017,NA,5343256448,Import--US from China
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,Leather Apparel,84203,Animal Hides,8,2017,NA,516628850,Import--US from China
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,Other Leather Articles,84205,Animal Hides,8,2017,NA,58827185,Import--US from China
"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",842,Articles of Gut,84206,Animal Hides,8,2017,NA,37351,Import--US from China
Furskins and artificial fur; manufactures thereof,843,Raw Furskins,84301,Animal Hides,8,2017,NA,39387,Import--US from China
Furskins and artificial fur; manufactures thereof,843,Tanned Furskins,84302,Animal Hides,8,2017,NA,2123679,Import--US from China
Furskins and artificial fur; manufactures thereof,843,Furskin Apparel,84303,Animal Hides,8,2017,NA,40027799,Import--US from China
Furskins and artificial fur; manufactures thereof,843,Artificial Fur,84304,Animal Hides,8,2017,NA,2684302,Import--US from China
Wood and articles of wood; wood charcoal,944,Fuel Wood,94401,Wood Products,9,2017,NA,971516,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Charcoal,94402,Wood Products,9,2017,NA,2311399,Import--US from China
Wood and articles of wood; wood charcoal,944,Rough Wood,94403,Wood Products,9,2017,NA,2021261,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Stakes,94404,Wood Products,9,2017,NA,2277281,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Wool,94405,Wood Products,9,2017,NA,103156,Import--US from China
Wood and articles of wood; wood charcoal,944,Sawn Wood,94407,Wood Products,9,2017,NA,72190452,Import--US from China
Wood and articles of wood; wood charcoal,944,Veneer Sheets,94408,Wood Products,9,2017,NA,11077210,Import--US from China
Wood and articles of wood; wood charcoal,944,Shaped Wood,94409,Wood Products,9,2017,NA,239114953,Import--US from China
Wood and articles of wood; wood charcoal,944,Particle Board,94410,Wood Products,9,2017,NA,4035082,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Fiberboard,94411,Wood Products,9,2017,NA,255040642,Import--US from China
Wood and articles of wood; wood charcoal,944,Plywood,94412,Wood Products,9,2017,NA,1056896314,Import--US from China
Wood and articles of wood; wood charcoal,944,Densified Wood,94413,Wood Products,9,2017,NA,415821,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Frames,94414,Wood Products,9,2017,NA,182713925,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Crates,94415,Wood Products,9,2017,NA,8848395,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Barrels,94416,Wood Products,9,2017,NA,1230708,Import--US from China
Wood and articles of wood; wood charcoal,944,Wooden Tool Handles,94417,Wood Products,9,2017,NA,10321538,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Carpentry,94418,Wood Products,9,2017,NA,490472347,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Kitchenware,94419,Wood Products,9,2017,NA,142520394,Import--US from China
Wood and articles of wood; wood charcoal,944,Wood Ornaments,94420,Wood Products,9,2017,NA,462058161,Import--US from China
Wood and articles of wood; wood charcoal,944,Other Wood Articles,94421,Wood Products,9,2017,NA,615389429,Import--US from China
Cork and articles of cork,945,Raw Cork,94501,Wood Products,9,2017,NA,191845,Import--US from China
Cork and articles of cork,945,Debacked Cork,94502,Wood Products,9,2017,NA,201111,Import--US from China
Cork and articles of cork,945,Natural Cork Articles,94503,Wood Products,9,2017,NA,1432737,Import--US from China
Cork and articles of cork,945,Agglomerated Cork,94504,Wood Products,9,2017,NA,22483343,Import--US from China
"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",946,Plaiting Products,94601,Wood Products,9,2017,NA,14782250,Import--US from China
"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",946,Basketwork,94602,Wood Products,9,2017,NA,264002161,Import--US from China
Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,1047,Sulfite Chemical Woodpulp,104704,Paper Goods,10,2017,NA,14604,Import--US from China
