hs2,hs2_id,hs4,hs4_id,section,section_id,time,time_id,trade_value,type
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Uncoated Paper,104802,Paper Goods,10,2019,NA,15225300,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Facial Tissue,104803,Paper Goods,10,2019,NA,2039843,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Uncoated Kraft Paper,104804,Paper Goods,10,2019,NA,341106109,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Other Uncoated Paper,104805,Paper Goods,10,2019,NA,17026903,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Vegetable Parchment,104806,Paper Goods,10,2019,NA,15096281,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Composite Paper,104807,Paper Goods,10,2019,NA,530053,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Corrugated Paper,104808,Paper Goods,10,2019,NA,5597806,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Carbon Paper,104809,Paper Goods,10,2019,NA,8495,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Kaolin Coated Paper,104810,Paper Goods,10,2019,NA,108011473,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Cellulose Fibers Paper,104811,Paper Goods,10,2019,NA,111357029,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Pulp Filter Blocks,104812,Paper Goods,10,2019,NA,25442,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Wallpaper,104814,Paper Goods,10,2019,NA,1247775,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Other Carbon Paper,104816,Paper Goods,10,2019,NA,118220,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Letter Stock,104817,Paper Goods,10,2019,NA,588873,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Toilet Paper,104818,Paper Goods,10,2019,NA,5976934,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Containers,104819,Paper Goods,10,2019,NA,12441779,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Notebooks,104820,Paper Goods,10,2019,NA,1934270,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Labels,104821,Paper Goods,10,2019,NA,12295916,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Paper Spools,104822,Paper Goods,10,2019,NA,31049,Export--US to China
"Paper and paperboard; articles of paper pulp, of paper or paperboard",1048,Shaped Paper,104823,Paper Goods,10,2019,NA,14013263,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Brochures,104901,Paper Goods,10,2019,NA,41891310,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Newspapers,104902,Paper Goods,10,2019,NA,18968,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Children's Picture Books,104903,Paper Goods,10,2019,NA,3286361,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Sheet Music,104904,Paper Goods,10,2019,NA,50541,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Maps,104905,Paper Goods,10,2019,NA,5843587,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Architectural Plans,104906,Paper Goods,10,2019,NA,25248,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Postage Stamps,104907,Paper Goods,10,2019,NA,2516622,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Decals,104908,Paper Goods,10,2019,NA,4421910,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Postcards,104909,Paper Goods,10,2019,NA,74356,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Calendars,104910,Paper Goods,10,2019,NA,24611,Export--US to China
"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1049,Other Printed Material,104911,Paper Goods,10,2019,NA,46482638,Export--US to China
Silk,1150,Silk Fabrics,115007,Textiles,11,2019,NA,94650,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Wool,115101,Textiles,11,2019,NA,5495255,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Animal Hair,115102,Textiles,11,2019,NA,2995,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Wool or Animal Hair Waste,115103,Textiles,11,2019,NA,249346,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Prepared Wool or Animal Hair,115105,Textiles,11,2019,NA,38083,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Non-Retail Combed Wool Yarn,115107,Textiles,11,2019,NA,5370,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Non-Retail Animal Hair Yarn,115108,Textiles,11,2019,NA,2602,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Retail Wool or Animal Hair Yarn,115109,Textiles,11,2019,NA,36739,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Carded Wool or Animal Hair Fabric,115111,Textiles,11,2019,NA,192245,Export--US to China
"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1151,Combed Wool or Animal Hair Fabric,115112,Textiles,11,2019,NA,341055,Export--US to China
Cotton,1152,Raw Cotton,115201,Textiles,11,2019,NA,706578928,Export--US to China
Cotton,1152,Cotton Waste,115202,Textiles,11,2019,NA,9424,Export--US to China
Cotton,1152,Prepared Cotton,115203,Textiles,11,2019,NA,253014,Export--US to China
Cotton,1152,Cotton Sewing Thread,115204,Textiles,11,2019,NA,50769,Export--US to China
Cotton,1152,Non-Retail Pure Cotton Yarn,115205,Textiles,11,2019,NA,885994,Export--US to China
Cotton,1152,Non-Retail Mixed Cotton Yarn,115206,Textiles,11,2019,NA,99346,Export--US to China
Cotton,1152,Light Pure Woven Cotton,115208,Textiles,11,2019,NA,341124,Export--US to China
Cotton,1152,Heavy Pure Woven Cotton,115209,Textiles,11,2019,NA,1072384,Export--US to China
Cotton,1152,Light Mixed Woven Cotton,115210,Textiles,11,2019,NA,416975,Export--US to China
Cotton,1152,Heavy Mixed Woven Cotton,115211,Textiles,11,2019,NA,753068,Export--US to China
Cotton,1152,Other Cotton Fabrics,115212,Textiles,11,2019,NA,60499,Export--US to China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Flax Fibers,115301,Textiles,11,2019,NA,10833,Export--US to China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Coconut and Other Vegetable Fibers,115305,Textiles,11,2019,NA,40939,Export--US to China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Flax Woven Fabric,115309,Textiles,11,2019,NA,207439,Export--US to China
Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1153,Other Vegetable Fibers Fabric,115311,Textiles,11,2019,NA,59122,Export--US to China
Man-made filaments,1154,Artificial Filament Sewing Thread,115401,Textiles,11,2019,NA,1105211,Export--US to China
Man-made filaments,1154,Non-Retail Synthetic Filament Yarn,115402,Textiles,11,2019,NA,52334862,Export--US to China
Man-made filaments,1154,Non-Retail Artificial Filament Yarn,115403,Textiles,11,2019,NA,18316619,Export--US to China
Man-made filaments,1154,Synthetic Monofilament,115404,Textiles,11,2019,NA,11484374,Export--US to China
Man-made filaments,1154,Artificial Monofilament,115405,Textiles,11,2019,NA,13871,Export--US to China
Man-made filaments,1154,Retail Artificial Filament Yarn,115406,Textiles,11,2019,NA,126639,Export--US to China
Man-made filaments,1154,Synthetic Filament Yarn Woven Fabric,115407,Textiles,11,2019,NA,10741680,Export--US to China
Man-made filaments,1154,Artificial Filament Yarn Woven Fabric,115408,Textiles,11,2019,NA,891282,Export--US to China
Man-made staple fibres,1155,Synthetic Filament Tow,115501,Textiles,11,2019,NA,1351128,Export--US to China
Man-made staple fibres,1155,Artificial Filament Tow,115502,Textiles,11,2019,NA,33093,Export--US to China
Man-made staple fibres,1155,Unprocessed Synthetic Staple Fibers,115503,Textiles,11,2019,NA,27996758,Export--US to China
Man-made staple fibres,1155,Unprocessed Artificial Staple Fibers,115504,Textiles,11,2019,NA,13519651,Export--US to China
Man-made staple fibres,1155,Artificial Fibers Waste,115505,Textiles,11,2019,NA,17000,Export--US to China
Man-made staple fibres,1155,Processed Synthetic Staple Fibers,115506,Textiles,11,2019,NA,615803,Export--US to China
Man-made staple fibres,1155,Non-Retail Artificial Staple Fibers Sewing Thread,115508,Textiles,11,2019,NA,9611,Export--US to China
Man-made staple fibres,1155,Non-Retail Synthetic Staple Fibers Yarn,115509,Textiles,11,2019,NA,1176728,Export--US to China
Man-made staple fibres,1155,Non-Retail Artificial Staple Fibers Yarn,115510,Textiles,11,2019,NA,5713,Export--US to China
Man-made staple fibres,1155,Synthetic Fabrics,115512,Textiles,11,2019,NA,15374305,Export--US to China
Man-made staple fibres,1155,Light Synthetic Cotton Fabrics,115513,Textiles,11,2019,NA,30921,Export--US to China
Man-made staple fibres,1155,Heavy Synthetic Cotton Fabrics,115514,Textiles,11,2019,NA,21224,Export--US to China
Man-made staple fibres,1155,Other Synthetic Fabrics,115515,Textiles,11,2019,NA,757519,Export--US to China
Man-made staple fibres,1155,Woven Fabric of Synthetic Staple Fibers,115516,Textiles,11,2019,NA,590726,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Wadding,115601,Textiles,11,2019,NA,8809669,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Felt,115602,Textiles,11,2019,NA,2601248,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Non-woven Textiles,115603,Textiles,11,2019,NA,119230369,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Rubber Textiles,115604,Textiles,11,2019,NA,1159212,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Metallic Yarn,115605,Textiles,11,2019,NA,431678,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Gimp Yarn,115606,Textiles,11,2019,NA,416243,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Twine and Rope,115607,Textiles,11,2019,NA,19774928,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Netting,115608,Textiles,11,2019,NA,15278,Export--US to China
"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1156,Other Articles of Twine and Rope,115609,Textiles,11,2019,NA,304365,Export--US to China
Carpets and other textile floor coverings,1157,Knotted Carpets,115701,Textiles,11,2019,NA,145339,Export--US to China
Carpets and other textile floor coverings,1157,Hand-Woven Rugs,115702,Textiles,11,2019,NA,1002060,Export--US to China
Carpets and other textile floor coverings,1157,Tufted Carpets,115703,Textiles,11,2019,NA,12480251,Export--US to China
Carpets and other textile floor coverings,1157,Felt Carpets,115704,Textiles,11,2019,NA,120458,Export--US to China
Carpets and other textile floor coverings,1157,Other Carpets,115705,Textiles,11,2019,NA,1278424,Export--US to China
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,Woven Fabrics,115801,Textiles,11,2019,NA,3448521,Export--US to China
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,Tulles and Net Fabric,115804,Textiles,11,2019,NA,336719,Export--US to China
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,Narrow Woven Fabric,115806,Textiles,11,2019,NA,4050365,Export--US to China
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,Labels,115807,Textiles,11,2019,NA,776908,Export--US to China
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,Ornamental Trimmings,115808,Textiles,11,2019,NA,80821,Export--US to China
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,Metallic Fabric,115809,Textiles,11,2019,NA,35639,Export--US to China
"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1158,Embroidery,115810,Textiles,11,2019,NA,87541,Export--US to China
